dataset,kir,seed,representation,threshold,oos_f1,oos_precision,oos_recall,known_recall,false_accept_rate,false_reject_rate
stackoverflow,0.25,87,frozen,0.9,0.9059535822401614,0.8297597042513863,0.9975555555555555,0.386,0.614,0.0024444444444444444
stackoverflow,0.25,87,frozen,0.95,0.9305847707193943,0.8833865814696485,0.9831111111111112,0.6106666666666667,0.3893333333333333,0.016888888888888887
stackoverflow,0.25,87,frozen,1.0,0.8998380754105945,0.9382537385431742,0.8644444444444445,0.8293333333333334,0.17066666666666666,0.13555555555555557
stackoverflow,0.25,87,frozen,1.05,0.6190259444697315,0.975609756097561,0.4533333333333333,0.966,0.034,0.5466666666666666
stackoverflow,0.25,87,frozen,1.1,0.021108179419525065,1.0,0.010666666666666666,1.0,0.0,0.9893333333333333
stackoverflow,0.25,87,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,87,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,100,trainable,0.75,0.9413123359580053,0.8921393034825871,0.9962222222222222,0.6386666666666667,0.36133333333333334,0.003777777777777778
stackoverflow,0.25,100,trainable,0.85,0.9611254295532645,0.9299667497921862,0.9944444444444445,0.7753333333333333,0.22466666666666665,0.005555555555555556
stackoverflow,0.25,100,trainable,0.9,0.9662629757785467,0.941027801179444,0.9928888888888889,0.8133333333333334,0.18666666666666668,0.0071111111111111115
stackoverflow,0.25,100,trainable,0.95,0.9683661267529078,0.9478612470738454,0.9897777777777778,0.8366666666666667,0.16333333333333333,0.010222222222222223
stackoverflow,0.25,100,trainable,1.0,0.9664517539066769,0.950763276714685,0.9826666666666667,0.8473333333333333,0.15266666666666667,0.017333333333333333
stackoverflow,0.25,100,trainable,1.05,0.9653574580759047,0.9585889570552147,0.9722222222222222,0.874,0.126,0.027777777777777776
stackoverflow,0.25,100,trainable,1.1,0.9604103936656629,0.9639579135885382,0.9568888888888889,0.8926666666666667,0.10733333333333334,0.043111111111111114
stackoverflow,0.25,100,trainable,1.2,0.9418098510882017,0.9718676122931442,0.9135555555555556,0.9206666666666666,0.07933333333333334,0.08644444444444445
stackoverflow,0.25,100,trainable,1.3,0.8971737823211064,0.9777195281782438,0.8288888888888889,0.9433333333333334,0.056666666666666664,0.1711111111111111
stackoverflow,0.25,100,frozen,0.75,0.8591885441527446,0.7531380753138075,1.0,0.01666666666666672,0.9833333333333333,0.0
stackoverflow,0.25,100,frozen,0.85,0.8856074030320928,0.7949805585012372,0.9995555555555555,0.22666666666666668,0.7733333333333333,0.00044444444444444447
stackoverflow,0.25,100,frozen,0.9,0.9151126057270966,0.8450969320534538,0.9977777777777778,0.45133333333333336,0.5486666666666666,0.0022222222222222222
stackoverflow,0.25,100,frozen,0.95,0.9446033259188645,0.9024488969844161,0.9908888888888889,0.6786666666666666,0.32133333333333336,0.009111111111111111
stackoverflow,0.25,100,frozen,1.0,0.9364811691961777,0.9476678043230944,0.9255555555555556,0.8466666666666667,0.15333333333333332,0.07444444444444444
stackoverflow,0.25,100,frozen,1.05,0.7986979166666667,0.9644654088050314,0.6815555555555556,0.9246666666666666,0.07533333333333334,0.3184444444444444
stackoverflow,0.25,100,frozen,1.1,0.34197462768891335,0.9904153354632588,0.20666666666666667,0.994,0.006,0.7933333333333333
stackoverflow,0.25,100,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,100,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,123,trainable,0.75,0.9362765514369014,0.8808777429467085,0.9991111111111111,0.5946666666666667,0.4053333333333333,0.0008888888888888889
stackoverflow,0.25,123,trainable,0.85,0.9569306401624452,0.9217624047766111,0.9948888888888889,0.7466666666666666,0.25333333333333335,0.005111111111111111
stackoverflow,0.25,123,trainable,0.9,0.9596808969383356,0.9319514237855946,0.9891111111111112,0.7833333333333333,0.21666666666666667,0.010888888888888889
stackoverflow,0.25,123,trainable,0.95,0.9600783204612204,0.9403366716386107,0.9806666666666667,0.8133333333333334,0.18666666666666668,0.019333333333333334
stackoverflow,0.25,123,trainable,1.0,0.9561480828558836,0.948208041958042,0.9642222222222222,0.842,0.158,0.035777777777777776
stackoverflow,0.25,123,trainable,1.05,0.9473801809853647,0.9525949224893282,0.9422222222222222,0.8593333333333333,0.14066666666666666,0.057777777777777775
stackoverflow,0.25,123,trainable,1.1,0.9314383172256965,0.9536670547147846,0.9102222222222223,0.8673333333333333,0.13266666666666665,0.08977777777777778
stackoverflow,0.25,123,trainable,1.2,0.885135944424482,0.9599896076903092,0.8211111111111111,0.8973333333333333,0.10266666666666667,0.17888888888888888
stackoverflow,0.25,123,trainable,1.3,0.8030717167773006,0.9692114357524348,0.6855555555555556,0.9346666666666666,0.06533333333333333,0.31444444444444447
stackoverflow,0.25,123,frozen,0.75,0.8644702718278743,0.7612925054982237,1.0,0.05933333333333335,0.9406666666666667,0.0
stackoverflow,0.25,123,frozen,0.85,0.8996,0.8178181818181818,0.9995555555555555,0.33199999999999996,0.668,0.00044444444444444447
stackoverflow,0.25,123,frozen,0.9,0.921799733524649,0.8554308540992962,0.9993333333333333,0.4933333333333333,0.5066666666666667,0.0006666666666666666
stackoverflow,0.25,123,frozen,0.95,0.9381879762912786,0.8957154405820533,0.9848888888888889,0.656,0.344,0.015111111111111112
stackoverflow,0.25,123,frozen,1.0,0.8854604955586723,0.9339250493096647,0.8417777777777777,0.8213333333333334,0.17866666666666667,0.1582222222222222
stackoverflow,0.25,123,frozen,1.05,0.5357370772176133,0.9496606334841629,0.3731111111111111,0.9406666666666667,0.059333333333333335,0.6268888888888889
stackoverflow,0.25,123,frozen,1.1,0.009285872208711033,0.9130434782608695,0.004666666666666667,0.9986666666666667,0.0013333333333333333,0.9953333333333333
stackoverflow,0.25,123,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.25,123,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,13,trainable,0.75,0.8030405863988054,0.6773528738264255,0.986,0.5303333333333333,0.4696666666666667,0.014
stackoverflow,0.5,13,trainable,0.85,0.8619458494495688,0.778344975819452,0.9656666666666667,0.725,0.275,0.034333333333333334
stackoverflow,0.5,13,trainable,0.9,0.8751926040061633,0.8137535816618912,0.9466666666666667,0.7833333333333333,0.21666666666666667,0.05333333333333334
stackoverflow,0.5,13,trainable,0.95,0.868362480127186,0.8300911854103343,0.9103333333333333,0.8136666666666666,0.18633333333333332,0.08966666666666667
stackoverflow,0.5,13,trainable,1.0,0.8565782973818541,0.8464041653107712,0.867,0.8426666666666667,0.15733333333333333,0.133
stackoverflow,0.5,13,trainable,1.05,0.8200138985406532,0.8563134978229318,0.7866666666666666,0.868,0.132,0.21333333333333335
stackoverflow,0.5,13,trainable,1.1,0.759173030359471,0.8602785985647953,0.6793333333333333,0.8896666666666666,0.11033333333333334,0.32066666666666666
stackoverflow,0.5,13,trainable,1.2,0.5507312614259597,0.8757267441860465,0.40166666666666667,0.943,0.057,0.5983333333333334
stackoverflow,0.5,13,trainable,1.3,0.24402877697841727,0.8926315789473684,0.14133333333333334,0.983,0.017,0.8586666666666667
stackoverflow,0.5,13,frozen,0.75,0.6740890688259109,0.5086558044806517,0.999,0.03500000000000003,0.965,0.001
stackoverflow,0.5,13,frozen,0.85,0.7307268047554848,0.5778251599147122,0.9936666666666667,0.274,0.726,0.006333333333333333
stackoverflow,0.5,13,frozen,0.9,0.78705189941145,0.6572832886505808,0.9806666666666667,0.4886666666666667,0.5113333333333333,0.019333333333333334
stackoverflow,0.5,13,frozen,0.95,0.8351454598883337,0.7467157120336311,0.9473333333333334,0.6786666666666666,0.32133333333333336,0.05266666666666667
stackoverflow,0.5,13,frozen,1.0,0.7185035760132037,0.7986139421117,0.653,0.8353333333333334,0.16466666666666666,0.347
stackoverflow,0.5,13,frozen,1.05,0.1944856211088052,0.8793565683646113,0.10933333333333334,0.985,0.015,0.8906666666666667
stackoverflow,0.5,13,frozen,1.1,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,13,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,13,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,42,trainable,0.75,0.7873639500929123,0.6541685046316719,0.9886666666666667,0.4773333333333334,0.5226666666666666,0.011333333333333334
stackoverflow,0.5,42,trainable,0.85,0.8578109016513226,0.7637262555295342,0.9783333333333334,0.6973333333333334,0.30266666666666664,0.021666666666666667
stackoverflow,0.5,42,trainable,0.9,0.8762420957542908,0.7990115321252059,0.97,0.756,0.244,0.03
stackoverflow,0.5,42,trainable,0.95,0.8831007751937985,0.8255072463768116,0.9493333333333334,0.7993333333333333,0.20066666666666666,0.050666666666666665
stackoverflow,0.5,42,trainable,1.0,0.8754826254826255,0.8460820895522388,0.907,0.835,0.165,0.093
stackoverflow,0.5,42,trainable,1.05,0.8477966101694915,0.8624137931034482,0.8336666666666667,0.867,0.133,0.16633333333333333
stackoverflow,0.5,42,trainable,1.1,0.8006518196632266,0.8763376932223543,0.737,0.896,0.104,0.263
stackoverflow,0.5,42,trainable,1.2,0.6401909722222222,0.9172885572139303,0.49166666666666664,0.9556666666666667,0.044333333333333336,0.5083333333333333
stackoverflow,0.5,42,trainable,1.3,0.397886393659181,0.9592356687898089,0.251,0.9893333333333333,0.010666666666666666,0.749
stackoverflow,0.5,42,frozen,0.75,0.6732517678751824,0.5075308850905399,0.9996666666666667,0.030000000000000027,0.97,0.0003333333333333333
stackoverflow,0.5,42,frozen,0.85,0.7260324034596175,0.5720867728930696,0.9933333333333333,0.257,0.743,0.006666666666666667
stackoverflow,0.5,42,frozen,0.9,0.7881536819637139,0.6570284697508897,0.9846666666666667,0.486,0.514,0.015333333333333332
stackoverflow,0.5,42,frozen,0.95,0.8358553105634817,0.7362274689007362,0.9666666666666667,0.6536666666666666,0.3463333333333333,0.03333333333333333
stackoverflow,0.5,42,frozen,1.0,0.819705434230574,0.8328173374613003,0.807,0.838,0.162,0.193
stackoverflow,0.5,42,frozen,1.05,0.3073047858942065,0.9581151832460733,0.183,0.992,0.008,0.817
stackoverflow,0.5,42,frozen,1.1,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,42,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,42,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,87,trainable,0.75,0.8057923940993368,0.6782866256550467,0.9923333333333333,0.5293333333333333,0.4706666666666667,0.007666666666666666
stackoverflow,0.5,87,trainable,0.85,0.8652650281314777,0.7783697389451252,0.974,0.7226666666666667,0.2773333333333333,0.026
stackoverflow,0.5,87,trainable,0.9,0.8782502294279597,0.8114754098360656,0.957,0.7776666666666667,0.22233333333333333,0.043
stackoverflow,0.5,87,trainable,0.95,0.8778180671606496,0.8327849237212085,0.928,0.8136666666666666,0.18633333333333332,0.072
stackoverflow,0.5,87,trainable,1.0,0.8692120227457353,0.8478605388272583,0.8916666666666667,0.84,0.16,0.10833333333333334
stackoverflow,0.5,87,trainable,1.05,0.8499831819710729,0.8577732518669382,0.8423333333333334,0.8603333333333334,0.13966666666666666,0.15766666666666668
stackoverflow,0.5,87,trainable,1.1,0.8167520763385757,0.8691237307258368,0.7703333333333333,0.884,0.116,0.22966666666666666
stackoverflow,0.5,87,trainable,1.2,0.6739987549284083,0.8927982407916437,0.5413333333333333,0.935,0.065,0.45866666666666667
stackoverflow,0.5,87,trainable,1.3,0.4357088511285823,0.9109225874867445,0.28633333333333333,0.972,0.028,0.7136666666666667
stackoverflow,0.5,87,frozen,0.75,0.6740107913669064,0.5084803256445047,0.9993333333333333,0.03400000000000003,0.966,0.0006666666666666666
stackoverflow,0.5,87,frozen,0.85,0.7294031490296595,0.5753899480069324,0.996,0.265,0.735,0.004
stackoverflow,0.5,87,frozen,0.9,0.7843658601435788,0.6523662096417514,0.9833333333333333,0.476,0.524,0.016666666666666666
stackoverflow,0.5,87,frozen,0.95,0.8379458339499777,0.7535267500665425,0.9436666666666667,0.6913333333333334,0.30866666666666664,0.05633333333333333
stackoverflow,0.5,87,frozen,1.0,0.780479272345636,0.8211262421788738,0.7436666666666667,0.838,0.162,0.25633333333333336
stackoverflow,0.5,87,frozen,1.05,0.43109892848243214,0.8538993089832182,0.28833333333333333,0.9506666666666667,0.04933333333333333,0.7116666666666667
stackoverflow,0.5,87,frozen,1.1,0.007301692665117822,0.8461538461538461,0.0036666666666666666,0.9993333333333333,0.0006666666666666666,0.9963333333333333
stackoverflow,0.5,87,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,87,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,100,trainable,0.75,0.7044734061289186,0.5437737901033171,1.0,0.16100000000000003,0.839,0.0
stackoverflow,0.5,100,trainable,0.85,0.8070839529539003,0.6788719581532864,0.995,0.5293333333333333,0.4706666666666667,0.005
stackoverflow,0.5,100,trainable,0.9,0.8629043957638185,0.7639352684305163,0.9913333333333333,0.6936666666666667,0.30633333333333335,0.008666666666666666
stackoverflow,0.5,100,trainable,0.95,0.8960388526331764,0.8225132348843689,0.984,0.7876666666666666,0.21233333333333335,0.016
stackoverflow,0.5,100,trainable,1.0,0.9016032694121346,0.8530636525877454,0.956,0.8353333333333334,0.16466666666666666,0.044
stackoverflow,0.5,100,trainable,1.05,0.8842906803509354,0.8783294968760276,0.8903333333333333,0.8766666666666667,0.12333333333333334,0.10966666666666666
stackoverflow,0.5,100,trainable,1.1,0.8342303552206674,0.9032634032634033,0.775,0.917,0.083,0.225
stackoverflow,0.5,100,trainable,1.2,0.48934060485870107,0.9545454545454546,0.329,0.9843333333333333,0.015666666666666666,0.671
stackoverflow,0.5,100,trainable,1.3,0.050682261208576995,1.0,0.026,1.0,0.0,0.974
stackoverflow,0.5,100,frozen,0.75,0.6745362563237773,0.5089058524173028,1.0,0.03500000000000003,0.965,0.0
stackoverflow,0.5,100,frozen,0.85,0.732811353070712,0.5788558175492848,0.9983333333333333,0.2736666666666666,0.7263333333333334,0.0016666666666666668
stackoverflow,0.5,100,frozen,0.9,0.7897802488747683,0.6550285463328942,0.9943333333333333,0.4763333333333334,0.5236666666666666,0.005666666666666667
stackoverflow,0.5,100,frozen,0.95,0.8450825556353194,0.7422446406052964,0.981,0.6593333333333333,0.3406666666666667,0.019
stackoverflow,0.5,100,frozen,1.0,0.8400460299194477,0.8287382419721051,0.8516666666666667,0.8240000000000001,0.176,0.14833333333333334
stackoverflow,0.5,100,frozen,1.05,0.4183931278423446,0.8643006263048016,0.276,0.9566666666666667,0.043333333333333335,0.724
stackoverflow,0.5,100,frozen,1.1,0.0006664445184938354,1.0,0.0003333333333333333,1.0,0.0,0.9996666666666667
stackoverflow,0.5,100,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,100,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,123,trainable,0.75,0.8177299088649546,0.698019801980198,0.987,0.573,0.427,0.013
stackoverflow,0.5,123,trainable,0.85,0.8707544334235048,0.7928297755883963,0.9656666666666667,0.7476666666666667,0.25233333333333335,0.034333333333333334
stackoverflow,0.5,123,trainable,0.9,0.8828245451742214,0.821285140562249,0.9543333333333334,0.7923333333333333,0.20766666666666667,0.04566666666666667
stackoverflow,0.5,123,trainable,0.95,0.8839848675914249,0.8385167464114832,0.9346666666666666,0.8200000000000001,0.18,0.06533333333333333
stackoverflow,0.5,123,trainable,1.0,0.8806571106458366,0.8519788095980056,0.9113333333333333,0.8416666666666667,0.15833333333333333,0.08866666666666667
stackoverflow,0.5,123,trainable,1.05,0.8677617388418782,0.8638916418896597,0.8716666666666667,0.8626666666666667,0.13733333333333334,0.12833333333333333
stackoverflow,0.5,123,trainable,1.1,0.8373941593226196,0.8693936132041622,0.8076666666666666,0.8786666666666667,0.12133333333333333,0.19233333333333333
stackoverflow,0.5,123,trainable,1.2,0.6986052152819889,0.8875192604006163,0.576,0.927,0.073,0.424
stackoverflow,0.5,123,trainable,1.3,0.4169215086646279,0.8852813852813853,0.27266666666666667,0.9646666666666667,0.035333333333333335,0.7273333333333334
stackoverflow,0.5,123,frozen,0.75,0.6749971856354836,0.5096039435662078,0.9993333333333333,0.03833333333333333,0.9616666666666667,0.0006666666666666666
stackoverflow,0.5,123,frozen,0.85,0.7264552193462146,0.571619812583668,0.9963333333333333,0.2533333333333333,0.7466666666666667,0.0036666666666666666
stackoverflow,0.5,123,frozen,0.9,0.7655663430420713,0.6258201058201058,0.9856666666666667,0.4106666666666666,0.5893333333333334,0.014333333333333333
stackoverflow,0.5,123,frozen,0.95,0.8023190045248868,0.6967092337917485,0.9456666666666667,0.5883333333333334,0.4116666666666667,0.05433333333333333
stackoverflow,0.5,123,frozen,1.0,0.747394897592526,0.8106001558846454,0.6933333333333334,0.838,0.162,0.30666666666666664
stackoverflow,0.5,123,frozen,1.05,0.2424593967517401,0.9330357142857143,0.13933333333333334,0.99,0.01,0.8606666666666667
stackoverflow,0.5,123,frozen,1.1,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,123,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.5,123,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,13,trainable,0.75,0.594356613968381,0.42464969974263655,0.99,0.5528888888888889,0.4471111111111111,0.01
stackoverflow,0.75,13,trainable,0.85,0.7032072762087122,0.5485436893203883,0.9793333333333333,0.7313333333333334,0.26866666666666666,0.020666666666666667
stackoverflow,0.75,13,trainable,0.9,0.7406844106463879,0.5975460122699386,0.974,0.7813333333333333,0.21866666666666668,0.026
stackoverflow,0.75,13,trainable,0.95,0.7662165740005294,0.6354852876592006,0.9646666666666667,0.8155555555555556,0.18444444444444444,0.035333333333333335
stackoverflow,0.75,13,trainable,1.0,0.7781475318912924,0.6661918328584995,0.9353333333333333,0.8437777777777777,0.15622222222222223,0.06466666666666666
stackoverflow,0.75,13,trainable,1.05,0.7738546833965567,0.6881162428645563,0.884,0.8664444444444445,0.13355555555555557,0.116
stackoverflow,0.75,13,trainable,1.1,0.759477936606588,0.7112922002328289,0.8146666666666667,0.8897777777777778,0.11022222222222222,0.18533333333333332
stackoverflow,0.75,13,trainable,1.2,0.6842700867597133,0.788010425716768,0.6046666666666667,0.9457777777777778,0.05422222222222222,0.3953333333333333
stackoverflow,0.75,13,trainable,1.3,0.4197901049475263,0.8383233532934131,0.28,0.982,0.018,0.72
stackoverflow,0.75,13,frozen,0.75,0.4062923786276106,0.25502213142662583,0.9986666666666667,0.027555555555555555,0.9724444444444444,0.0013333333333333333
stackoverflow,0.75,13,frozen,0.85,0.4656464709556527,0.3040375203915171,0.994,0.24155555555555552,0.7584444444444445,0.006
stackoverflow,0.75,13,frozen,0.9,0.5381247719810288,0.37041687594173783,0.9833333333333333,0.4428888888888889,0.5571111111111111,0.016666666666666666
stackoverflow,0.75,13,frozen,0.95,0.6181503140567468,0.4578119987167148,0.9513333333333334,0.6244444444444445,0.37555555555555553,0.048666666666666664
stackoverflow,0.75,13,frozen,1.0,0.6063091482649842,0.5754491017964072,0.6406666666666667,0.8424444444444444,0.15755555555555556,0.35933333333333334
stackoverflow,0.75,13,frozen,1.05,0.26704225352112676,0.8618181818181818,0.158,0.9915555555555555,0.008444444444444444,0.842
stackoverflow,0.75,13,frozen,1.1,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,13,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,13,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,42,trainable,0.75,0.5004212299915753,0.33483652762119503,0.99,0.34444444444444444,0.6555555555555556,0.01
stackoverflow,0.75,42,trainable,0.85,0.6557817043167077,0.49343655334904074,0.9773333333333334,0.6655555555555556,0.33444444444444443,0.02266666666666667
stackoverflow,0.75,42,trainable,0.9,0.7110892549791,0.5633034670821971,0.964,0.7508888888888889,0.24911111111111112,0.036
stackoverflow,0.75,42,trainable,0.95,0.7472178060413354,0.6200527704485488,0.94,0.808,0.192,0.06
stackoverflow,0.75,42,trainable,1.0,0.7485582468281431,0.6595528455284553,0.8653333333333333,0.8511111111111112,0.14888888888888888,0.13466666666666666
stackoverflow,0.75,42,trainable,1.05,0.7214467005076143,0.6882566585956417,0.758,0.8855555555555555,0.11444444444444445,0.242
stackoverflow,0.75,42,trainable,1.1,0.6771992818671454,0.733852140077821,0.6286666666666667,0.924,0.076,0.37133333333333335
stackoverflow,0.75,42,trainable,1.2,0.5245283018867924,0.896774193548387,0.37066666666666664,0.9857777777777778,0.014222222222222223,0.6293333333333333
stackoverflow,0.75,42,trainable,1.3,0.20763723150357996,0.9886363636363636,0.116,0.9995555555555555,0.00044444444444444447,0.884
stackoverflow,0.75,42,frozen,0.75,0.40518638573743926,0.2540650406504065,1.0,0.021333333333333315,0.9786666666666667,0.0
stackoverflow,0.75,42,frozen,0.85,0.45419905502210034,0.29440821971942305,0.9933333333333333,0.20644444444444443,0.7935555555555556,0.006666666666666667
stackoverflow,0.75,42,frozen,0.9,0.5202619005485755,0.35413153456998314,0.98,0.40422222222222226,0.5957777777777777,0.02
stackoverflow,0.75,42,frozen,0.95,0.5989506820566632,0.43705972434915774,0.9513333333333334,0.5915555555555556,0.40844444444444444,0.048666666666666664
stackoverflow,0.75,42,frozen,1.0,0.7502150845999426,0.6582788122798188,0.872,0.8491111111111111,0.15088888888888888,0.128
stackoverflow,0.75,42,frozen,1.05,0.3488120950323974,0.9176136363636364,0.21533333333333332,0.9935555555555555,0.0064444444444444445,0.7846666666666666
stackoverflow,0.75,42,frozen,1.1,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,42,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,42,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,87,trainable,0.75,0.43997060984570174,0.282186616399623,0.998,0.1537777777777778,0.8462222222222222,0.002
stackoverflow,0.75,87,trainable,0.85,0.5795743018941613,0.40983153824910246,0.9893333333333333,0.5251111111111111,0.4748888888888889,0.010666666666666666
stackoverflow,0.75,87,trainable,0.9,0.6687912588208514,0.5077773937089527,0.9793333333333333,0.6835555555555556,0.3164444444444444,0.020666666666666667
stackoverflow,0.75,87,trainable,0.95,0.7329631499242807,0.5897644191714053,0.968,0.7755555555555556,0.22444444444444445,0.032
stackoverflow,0.75,87,trainable,1.0,0.7736311631707983,0.654076462459696,0.9466666666666667,0.8331111111111111,0.1668888888888889,0.05333333333333334
stackoverflow,0.75,87,trainable,1.05,0.7692771084337349,0.7016483516483516,0.8513333333333334,0.8793333333333333,0.12066666666666667,0.14866666666666667
stackoverflow,0.75,87,trainable,1.1,0.6823184152604549,0.7585644371941273,0.62,0.9342222222222222,0.06577777777777778,0.38
stackoverflow,0.75,87,trainable,1.2,0.12476837554045705,0.8487394957983193,0.06733333333333333,0.996,0.004,0.9326666666666666
stackoverflow,0.75,87,trainable,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,87,frozen,0.75,0.406572514937534,0.25528649386084584,0.998,0.029555555555555557,0.9704444444444444,0.002
stackoverflow,0.75,87,frozen,0.85,0.4704954244241085,0.30818520049607273,0.994,0.25622222222222224,0.7437777777777778,0.006
stackoverflow,0.75,87,frozen,0.9,0.5509363295880149,0.38307291666666665,0.9806666666666667,0.4735555555555555,0.5264444444444445,0.019333333333333334
stackoverflow,0.75,87,frozen,0.95,0.6472710870545783,0.489093387866394,0.9566666666666667,0.6668888888888889,0.33311111111111114,0.043333333333333335
stackoverflow,0.75,87,frozen,1.0,0.6668626874448692,0.5965281430825881,0.756,0.8295555555555556,0.17044444444444445,0.244
stackoverflow,0.75,87,frozen,1.05,0.416586306653809,0.7526132404181185,0.288,0.9684444444444444,0.03155555555555556,0.712
stackoverflow,0.75,87,frozen,1.1,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,87,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,87,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,100,trainable,0.75,0.6058379261073688,0.4365989997057958,0.9893333333333333,0.5744444444444444,0.4255555555555556,0.010666666666666666
stackoverflow,0.75,100,trainable,0.85,0.7039106145251397,0.553687428353076,0.966,0.7404444444444445,0.25955555555555554,0.034
stackoverflow,0.75,100,trainable,0.9,0.7291126102750388,0.596856414613424,0.9366666666666666,0.7891111111111111,0.21088888888888888,0.06333333333333334
stackoverflow,0.75,100,trainable,0.95,0.733424283765348,0.6207852193995381,0.896,0.8175555555555556,0.18244444444444444,0.104
stackoverflow,0.75,100,trainable,1.0,0.7201610583836642,0.6332827516439049,0.8346666666666667,0.8388888888888889,0.16111111111111112,0.16533333333333333
stackoverflow,0.75,100,trainable,1.05,0.7051359516616313,0.6447513812154696,0.778,0.8571111111111112,0.1428888888888889,0.222
stackoverflow,0.75,100,trainable,1.1,0.6815101645692159,0.6604127579737336,0.704,0.8793333333333333,0.12066666666666667,0.296
stackoverflow,0.75,100,trainable,1.2,0.5951926745516979,0.695807314897413,0.52,0.9242222222222223,0.07577777777777778,0.48
stackoverflow,0.75,100,trainable,1.3,0.47959183673469385,0.788109756097561,0.3446666666666667,0.9691111111111111,0.03088888888888889,0.6553333333333333
stackoverflow,0.75,100,frozen,0.75,0.40639393118396094,0.2550153009180551,1.0,0.026222222222222258,0.9737777777777777,0.0
stackoverflow,0.75,100,frozen,0.85,0.462730512939718,0.30143347466182113,0.9953333333333333,0.23111111111111116,0.7688888888888888,0.004666666666666667
stackoverflow,0.75,100,frozen,0.9,0.5313693398799781,0.36534133533383345,0.974,0.43600000000000005,0.564,0.026
stackoverflow,0.75,100,frozen,0.95,0.616868550919695,0.46484110885733604,0.9166666666666666,0.6482222222222223,0.3517777777777778,0.08333333333333333
stackoverflow,0.75,100,frozen,1.0,0.6339530630905211,0.583941605839416,0.6933333333333334,0.8353333333333334,0.16466666666666666,0.30666666666666664
stackoverflow,0.75,100,frozen,1.05,0.26765015806111697,0.6381909547738693,0.16933333333333334,0.968,0.032,0.8306666666666667
stackoverflow,0.75,100,frozen,1.1,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,100,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,100,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0
stackoverflow,0.75,123,trainable,0.75,0.6266582438408086,0.4579870729455217,0.992,0.6086666666666667,0.3913333333333333,0.008
stackoverflow,0.75,123,trainable,0.85,0.7250429237184204,0.573535118354676,0.9853333333333333,0.7557777777777778,0.24422222222222223,0.014666666666666666
stackoverflow,0.75,123,trainable,0.9,0.7544757033248081,0.6120331950207469,0.9833333333333333,0.7922222222222222,0.20777777777777778,0.016666666666666666
stackoverflow,0.75,123,trainable,0.95,0.7782183452286545,0.6447656592203241,0.9813333333333333,0.8197777777777777,0.18022222222222223,0.018666666666666668
stackoverflow,0.75,123,trainable,1.0,0.7946912242686891,0.6692518248175182,0.978,0.8388888888888889,0.16111111111111112,0.022
stackoverflow,0.75,123,trainable,1.05,0.8043538933854312,0.6917906865098415,0.9606666666666667,0.8573333333333333,0.14266666666666666,0.03933333333333333
stackoverflow,0.75,123,trainable,1.1,0.8009313154831199,0.7107438016528925,0.9173333333333333,0.8755555555555555,0.12444444444444444,0.08266666666666667
